date,btc
3/11/2020,7969.6
3/12/2020,4873.1
3/13/2020,5625.7
3/14/2020,5218.2
3/15/2020,5383.2
3/16/2020,5058.5
3/17/2020,5339.1
3/18/2020,5416.2
3/19/2020,6173.6
3/20/2020,6206.5
3/21/2020,6201.7
3/22/2020,5820.096781
3/23/2020,6491.5
3/24/2020,6762.093084
3/25/2020,6688.2
3/26/2020,6751.9
3/27/2020,6370
3/28/2020,6250
3/29/2020,5892.7
3/30/2020,6407.6
3/31/2020,6427.682786
4/1/2020,6675
4/2/2020,6810.7
4/3/2020,6740.8
4/4/2020,6880.1
4/5/2020,6780.2
4/6/2020,7340.2
4/7/2020,7202.998329
4/8/2020,7367
4/9/2020,7293.7
4/10/2020,6875.5
4/11/2020,6884.5
4/12/2020,6919
4/13/2020,6848.7
4/14/2020,6874
4/15/2020,6633.72277
4/16/2020,7114.7
4/17/2020,7045.8
4/18/2020,7268.8
4/19/2020,7133.3
4/20/2020,6837.7
4/21/2020,6850
4/22/2020,7133
4/23/2020,7498.9
4/24/2020,7508.3
4/25/2020,7538.5
4/26/2020,7697.9
4/27/2020,7777.603392
4/28/2020,7750.7
4/29/2020,8778.7
4/30/2020,8631.817153
5/1/2020,8822.8
5/2/2020,8982.3
5/3/2020,8899.8
5/4/2020,8865.8
5/5/2020,9020.1
5/6/2020,9152.470993
5/7/2020,9979.6
5/8/2020,9792.4
5/9/2020,9537.8
5/10/2020,8722.2
5/11/2020,8555.1
5/12/2020,8811.4
5/13/2020,9312
5/14/2020,9790.954158
5/15/2020,9311.2
5/16/2020,9387.95209
5/17/2020,9668.2
5/18/2020,9714.825163
5/19/2020,9769.4
5/20/2020,9502
5/21/2020,9057.1
5/22/2020,9162.4
5/23/2020,9175.6
5/24/2020,8710.1
5/25/2020,8902
5/26/2020,8845.5
5/27/2020,9210.298717
5/28/2020,9589.3
5/29/2020,9426.1
5/30/2020,9706.4
5/31/2020,9451.1
6/1/2020,10225.976
6/2/2020,9526.968083
6/3/2020,9676.6
6/4/2020,9790.700076
6/5/2020,9620.4
6/6/2020,9668.4
6/7/2020,9747.1
6/8/2020,9784.4
6/9/2020,9771.9
6/10/2020,9898.8
6/11/2020,9272.2
6/12/2020,9468.3
6/13/2020,9480.878185
6/14/2020,9344.751445
6/15/2020,9435
6/16/2020,9534.401723
6/17/2020,9473.4
6/18/2020,9400
6/19/2020,9315.5
6/20/2020,9371.3
6/21/2020,9301
6/22/2020,9697.728165
6/23/2020,9635.2
6/24/2020,9312.1
6/25/2020,9257.034669
6/26/2020,9173.1
6/27/2020,9015.3
6/28/2020,9125.366022
6/29/2020,9194.433851
6/30/2020,9150.7
7/1/2020,9239.9
7/2/2020,9100
7/3/2020,9073.2
7/4/2020,9147.7
7/5/2020,9084.284734
7/6/2020,9361.1
7/7/2020,9267.514949
7/8/2020,9447
7/9/2020,9248.864169
7/10/2020,9304.6
7/11/2020,9246.3
7/12/2020,9315.8
7/13/2020,9252
7/14/2020,9263.4
7/15/2020,9210.1
7/16/2020,9149.6
7/17/2020,9167.328612
7/18/2020,9189.1
7/19/2020,9231.2
7/20/2020,9179.2
7/21/2020,9402
7/22/2020,9557.7
7/23/2020,9615
7/24/2020,9559.1
7/25/2020,9714.890204
7/26/2020,9948.4
7/27/2020,11043.96288
7/28/2020,10932
7/29/2020,11117
7/30/2020,11123
7/31/2020,11350
8/1/2020,11804.74401
8/2/2020,11053.77256
8/3/2020,11226.52173
8/4/2020,11184
8/5/2020,11735.81392
8/6/2020,11759
8/7/2020,11580.04081
8/8/2020,11764
8/9/2020,11675.32007
8/10/2020,11892
8/11/2020,11379
8/12/2020,11583
8/13/2020,11792.46008
8/14/2020,11761
8/15/2020,11873.41825
8/16/2020,11925
8/17/2020,12300
8/18/2020,11961.83968
8/19/2020,11778
8/20/2020,11884.67771
8/21/2020,11531
8/22/2020,11685
8/23/2020,11663
8/24/2020,11768
8/25/2020,11341.40067
8/26/2020,11471.10096
8/27/2020,11343
8/28/2020,11545
8/29/2020,11492
8/30/2020,11730
8/31/2020,11671
9/1/2020,11942
9/2/2020,11408
9/3/2020,10170
9/4/2020,10484.74763
9/5/2020,10196.8649
9/6/2020,10276
9/7/2020,10397
9/8/2020,10148
9/9/2020,10240
9/10/2020,10355
9/11/2020,10405
9/12/2020,10458
9/13/2020,10331
9/14/2020,10690
9/15/2020,10797
9/16/2020,10971.25116
9/17/2020,10959
9/18/2020,10957.17348
9/19/2020,11098
9/20/2020,10934.54183
9/21/2020,10435
9/22/2020,10549
9/23/2020,10263
9/24/2020,10754
9/25/2020,10708
9/26/2020,10750
9/27/2020,10803
9/28/2020,10714
9/29/2020,10856
9/30/2020,10795
10/1/2020,10634
10/2/2020,10586
10/3/2020,10558.58698
10/4/2020,10687
10/5/2020,10807
10/6/2020,10613.70526
10/7/2020,10687
10/8/2020,10943
10/9/2020,11071
10/10/2020,11308
10/11/2020,11385
10/12/2020,11560
10/13/2020,11442
10/14/2020,11440
10/15/2020,11509
10/16/2020,11325
10/17/2020,11375
10/18/2020,11518
10/19/2020,11757
10/20/2020,11925
10/21/2020,12810
10/22/2020,12988
10/23/2020,12935
10/24/2020,13127.03664
10/25/2020,13037
10/26/2020,13059
10/27/2020,13626
10/28/2020,13267
10/29/2020,13451
10/30/2020,13568
10/31/2020,13788
11/1/2020,13756
11/2/2020,13562
11/3/2020,14029.58964
11/4/2020,14149
11/5/2020,15568
11/6/2020,15572.88385
11/7/2020,14845
11/8/2020,15500
11/9/2020,15334.52195
11/10/2020,15311.53062
11/11/2020,15709.30422
11/12/2020,16296.18794
11/13/2020,16308.59481
11/14/2020,16057
11/15/2020,15965
11/16/2020,16719
11/17/2020,17674.87558
11/18/2020,17774
11/19/2020,17818
11/20/2020,18660
11/21/2020,18659.98826
11/22/2020,18392
11/23/2020,18372
11/24/2020,19131
11/25/2020,18727
11/26/2020,17211.6958
11/27/2020,17171
11/28/2020,17746
11/29/2020,18195.98749
11/30/2020,19696.27238
12/1/2020,18814
12/2/2020,19241
12/3/2020,19449
12/4/2020,18652
12/5/2020,19159
12/6/2020,19410
12/7/2020,19196.06787
12/8/2020,18329
12/9/2020,18558
12/10/2020,18260
12/11/2020,18049.91182
12/12/2020,18818
12/13/2020,19180
12/14/2020,19282
12/15/2020,19459
12/16/2020,21318
12/17/2020,22786
12/18/2020,23124
12/19/2020,23808
12/20/2020,23427
12/21/2020,22712.28178
12/22/2020,23805.897
12/23/2020,23208
12/24/2020,23743.46713
12/25/2020,24720.0882
12/26/2020,26413
12/27/2020,26241
12/28/2020,27053
12/29/2020,27424.53895
12/30/2020,28837.28853
12/31/2020,29022.4184
1/1/2021,29352.12679
1/2/2021,32163.82494
1/3/2021,33008.2262
1/4/2021,31515.57597
1/5/2021,34082.20605
1/6/2021,36933.52014
1/7/2021,39547.08408
1/8/2021,40815.96185
1/9/2021,40296.529
1/10/2021,38397.89599
1/11/2021,35669.90669
1/12/2021,33938.33588
1/13/2021,37456.00773
1/14/2021,39232.74997
1/15/2021,36787.52122
1/16/2021,36254.71308
1/17/2021,35804.26389
1/18/2021,36595.46477
1/19/2021,36104.86386
1/20/2021,35587.4892
1/21/2021,30913.69574
1/22/2021,32957.90878
1/23/2021,32068.08737
1/24/2021,32273.51735
1/25/2021,32375.32006
1/26/2021,32582.10945
1/27/2021,30445.52587
1/28/2021,33128.34753
1/29/2021,34150.81877
1/30/2021,34199.51981
1/31/2021,33064.78677
2/1/2021,33405.99036
2/2/2021,35485.98593
2/3/2021,37494.71762
2/4/2021,36816.50808
2/5/2021,38007.83223
2/6/2021,39279.41287
2/7/2021,38833.34026
2/8/2021,46307.57412
2/9/2021,46569.56483
2/10/2021,44848.69345
2/11/2021,47815.96176
2/12/2021,47414.18626
2/13/2021,46941.29209
2/14/2021,48607.87452
2/15/2021,47898.48703
2/16/2021,49238.13691
2/17/2021,52143.67884
2/18/2021,51733.07554
2/19/2021,56038.72776
2/20/2021,56377.63348
2/21/2021,57669.30353
2/22/2021,54410.85629
2/23/2021,48691.89483
2/24/2021,49849.37871
2/25/2021,46992.66545
2/26/2021,46551.48748
2/27/2021,46653.5264
2/28/2021,44970.16346
3/1/2021,49787.33996
3/2/2021,48532.23679
3/3/2021,50577.45747
3/4/2021,48727.4512
3/5/2021,49091.81488
3/6/2021,49019.36859
3/7/2021,51313.09262
3/8/2021,52328.53591
3/9/2021,54700.27344
3/10/2021,56020.48772
3/11/2021,57788.8681
3/12/2021,57353.86147
3/13/2021,61315.19793
3/14/2021,59428.96757
3/15/2021,55805.32925
3/16/2021,56830.25334
3/17/2021,59014.92563
3/18/2021,57922.40959
3/19/2021,58243.27061
3/20/2021,58376.15847
3/21/2021,57573.53934
3/22/2021,54370.13756
3/23/2021,54584.86995
3/24/2021,52526.8666
3/25/2021,51416.9083
3/26/2021,55033.10048
3/27/2021,55832.41811
3/28/2021,55728.10133
3/29/2021,57634.92869
3/30/2021,58668.62834
3/31/2021,58817.37389
4/1/2021,58801.19484
4/2/2021,59060.02678
4/3/2021,57060.40665
4/4/2021,58228.80262
4/5/2021,58706.81559
4/6/2021,58062.17872
4/7/2021,56134.41739
4/8/2021,58065.64402
4/9/2021,58152.99326
4/10/2021,59979.39282
4/11/2021,59988.02096
4/12/2021,59911.02059
4/13/2021,63576.67604
4/14/2021,62807.12323
4/15/2021,63179.77245
4/16/2021,61497.29957
4/17/2021,60273.86668
4/18/2021,56288.94534
4/19/2021,55721.16605
4/20/2021,56294.72856
4/21/2021,54190.07026
4/22/2021,51965.56643
4/23/2021,51191.1247
4/24/2021,50133.1074
4/25/2021,48981.44139
4/26/2021,53978.80555
4/27/2021,54991.81484
4/28/2021,54810.61385
4/29/2021,53596.70402
4/30/2021,57828.51181
5/1/2021,57812.96916
5/2/2021,56600.74529
5/3/2021,57200.3003
5/4/2021,53464.37022
5/5/2021,57432.10023
5/6/2021,56507.75944
5/7/2021,57361.56904
5/8/2021,58771.88169
5/9/2021,58213.92629
5/10/2021,55901.66759
5/11/2021,56928.97236
5/12/2021,50004.76218
5/13/2021,49972.7954
5/14/2021,49913.26314
5/15/2021,46780.9023
5/16/2021,46585.06414
5/17/2021,43780.8256
5/18/2021,43091.04145
5/19/2021,37287.3914
5/20/2021,40437.7301
5/21/2021,37339.6342
5/22/2021,37520.31768
5/23/2021,34977.5278
5/24/2021,38642.4423
5/25/2021,38210.80522
5/26/2021,39406.93424
5/27/2021,38642.89555
5/28/2021,35710.22094
5/29/2021,34775.07941
5/30/2021,35714.75202
5/31/2021,37340.67927
6/1/2021,36680.0682
6/2/2021,37685.71798
6/3/2021,39151.31618
6/4/2021,36938.72031
6/5/2021,35546.98596
6/6/2021,35834.47447
6/7/2021,33451.38341
6/8/2021,33557.15068
6/9/2021,37553.64376
6/10/2021,36903.30491
6/11/2021,37289.43252
6/12/2021,35666.14978
6/13/2021,39147.70568
6/14/2021,40624.51305
6/15/2021,40378.20255
6/16/2021,38321.45466
6/17/2021,38193.61914
6/18/2021,35881.11137
6/19/2021,35581.64227
6/20/2021,35787.07741
6/21/2021,31711.93547
6/22/2021,32507.73871
6/23/2021,33702.61779
6/24/2021,34675.44911
6/25/2021,31943.13647
6/26/2021,32023.9739
6/27/2021,34607.29327
6/28/2021,34556.84213
6/29/2021,35968.99367
6/30/2021,35171.4863
7/1/2021,33677.56624
7/2/2021,33950.78656
7/3/2021,34729.89078
7/4/2021,35394.21307
7/5/2021,33928.13422
7/6/2021,34149.98981
7/7/2021,33932.25464
7/8/2021,32933.5782
7/9/2021,33971.29775
7/10/2021,33704.53847
7/11/2021,34299.93802
7/12/2021,33262.65435
7/13/2021,32676.3838
7/14/2021,32878.50187
7/15/2021,31726.03883
7/16/2021,31399.65313
7/17/2021,31588.67135
7/18/2021,31919.39392
7/19/2021,30928.21191
7/20/2021,29971.90378
7/21/2021,32383.78113
7/22/2021,32409.49977
7/23/2021,33455.55127
7/24/2021,34213.59993
7/25/2021,35456.12466
7/26/2021,37281.91809
7/27/2021,39076.59377
7/28/2021,40031.19824
7/29/2021,39977.75694
7/30/2021,41936.26148
7/31/2021,41754.1666
8/1/2021,39914.82976
8/2/2021,39278.76651
8/3/2021,38368.35401
8/4/2021,39751.58458
8/5/2021,40825.38194
8/6/2021,42802.13717
8/7/2021,44647.5776
8/8/2021,43753.21786
8/9/2021,46311.0019
8/10/2021,45639.51402
8/11/2021,45652.06013
8/12/2021,44495.20979
8/13/2021,47717.27053
8/14/2021,47088.85313
8/15/2021,47025.00323
8/16/2021,46031.75754
8/17/2021,44534.45485
8/18/2021,45015.46555
8/19/2021,46745.03462
8/20/2021,49195.8786
8/21/2021,48933.68915
8/22/2021,49250.54487
8/23/2021,49518.57749
8/24/2021,47940.60791
8/25/2021,49002.70377
8/26/2021,47229.07065
8/27/2021,49083.10331
8/28/2021,48936.53725
8/29/2021,48907.27073
8/30/2021,47124.25422
8/31/2021,47335.4203
9/1/2021,48823.05521
9/2/2021,49338.78465
9/3/2021,49934.52828
9/4/2021,50013.02995
9/5/2021,51696.20643
9/6/2021,52739.80017
9/7/2021,46995.16417
9/8/2021,46085.02862
9/9/2021,46518.94119
9/10/2021,44802.6064
9/11/2021,45196.48828
9/12/2021,46195.2183
9/13/2021,45139.83397
9/14/2021,47135.432
9/15/2021,48186.53276
9/16/2021,47879.47344
9/17/2021,47228.65822
9/18/2021,48266.62707
9/19/2021,47371.03933
9/20/2021,42932.9466
9/21/2021,40386.62364
9/22/2021,43587.22305
9/23/2021,44980.89821
9/24/2021,42752.16815
9/25/2021,42856.85516
9/26/2021,43336.86123
9/27/2021,42247.35573
9/28/2021,41010.3752
9/29/2021,41587.66786
9/30/2021,43859.32615
10/1/2021,48181.87627
10/2/2021,47777.76202
10/3/2021,48282.97114
10/4/2021,49260.23232
10/5/2021,51668.99422
10/6/2021,55415.00574
10/7/2021,53894.59599
10/8/2021,54010.93747
10/9/2021,55125.46034
10/10/2021,54711.8696
10/11/2021,57572.51086
10/12/2021,56335.03546
10/13/2021,57487.98588
10/14/2021,57452.43179
10/15/2021,61809.02394
10/16/2021,61165.63564
10/17/2021,61583.77444
10/18/2021,62017.97273
10/19/2021,64517.64856
10/20/2021,66237.51755
10/21/2021,62541.08693
10/22/2021,61029.27093
10/23/2021,61572.14043
10/24/2021,61173.16639
10/25/2021,63228.21383
10/26/2021,60604.18889
10/27/2021,58641.00147
10/28/2021,60767.55585
10/29/2021,62283.19806
10/30/2021,61837.257
10/31/2021,61471.86846
11/1/2021,61121.8312
11/2/2021,63247.20896
11/3/2021,63130.94235
11/4/2021,61601.74357
11/5/2021,61247.38494
11/6/2021,61661.35866
11/7/2021,63153.23019
11/8/2021,67617.01554
11/9/2021,67145.37494
11/10/2021,65061.05441
11/11/2021,65005.64516
11/12/2021,64432.04795
11/13/2021,64660.33535
11/14/2021,65648.97779
11/15/2021,63933.83544
11/16/2021,60448.56251
11/17/2021,60603.65587
11/18/2021,56987.32234
11/19/2021,58459.25552
11/20/2021,60082.91167
11/21/2021,59139.77928
11/22/2021,56386.85685
11/23/2021,57748.79317
11/24/2021,57198.18385
11/25/2021,58897.84698
11/26/2021,53827.79287
11/27/2021,54533.40388
11/28/2021,57237.66114
11/29/2021,57848.77354
11/30/2021,57011.28047
12/1/2021,57169.37199
12/2/2021,56508.26805
12/3/2021,53785.96717
12/4/2021,49161.99071
12/5/2021,49268.46989
12/6/2021,50461.57684
12/7/2021,50647.66341
12/8/2021,50530.45806
12/9/2021,47885.87199
12/10/2021,47303.56415
12/11/2021,49242.30232
12/12/2021,50051.07835
12/13/2021,46696.3047
12/14/2021,48410.56466
12/15/2021,48936.86258
12/16/2021,47694.5305
12/17/2021,46328.69637
12/18/2021,46970.05705
12/19/2021,46807.04862
12/20/2021,47117.0082
12/21/2021,49145.21726
12/22/2021,48755.89564
12/23/2021,50900.61495
12/24/2021,50888.72104
12/25/2021,50663.4871
12/26/2021,50852.86026
12/27/2021,50774.06781
12/28/2021,47725.14805
12/29/2021,46506.99465
12/30/2021,47191.86839
12/31/2021,46319.65109
1/1/2022,47816.07768
1/2/2022,47387.21217
1/3/2022,46531.14086
1/4/2022,45938.02427
1/5/2022,43647.14751
1/6/2022,43216.45868
1/7/2022,41527.19704
1/8/2022,41756.66232
1/9/2022,41862.36099
1/10/2022,41869.85906
1/11/2022,42777.21102
1/12/2022,43981.87733
1/13/2022,42608.41001
1/14/2022,43120.85451
1/15/2022,43226.65027
1/16/2022,43119.79214
1/17/2022,42298.34112
1/18/2022,42395.45879
1/19/2022,41749.55143
1/20/2022,40707.68241
1/21/2022,36508.79979
1/22/2022,35180.43546
1/23/2022,36306.40944
1/24/2022,36774.00714
1/25/2022,36988.92851
1/26/2022,36870.44017
1/27/2022,37276.83956
1/28/2022,37852.57903
1/29/2022,38232.17873
1/30/2022,37983.1515
1/31/2022,38555.53446
2/1/2022,38835.69494
2/2/2022,37000.9825
2/3/2022,37101.35159
2/4/2022,41673.83955
2/5/2022,41493.69005
2/6/2022,42475.54322
2/7/2022,43910.92999
2/8/2022,44184.44751
2/9/2022,44383.88806
2/10/2022,43628.13953
2/11/2022,42445.38877
2/12/2022,42254.73812
2/13/2022,42247.83595
2/14/2022,42634.57378
2/15/2022,44574.32057
2/16/2022,44063.28198
2/17/2022,40562.98695
2/18/2022,40073.49536
2/19/2022,40192.75912
2/20/2022,38514.00854
2/21/2022,37059.9794
2/22/2022,38337.20386
2/23/2022,37372.29268
2/24/2022,38363.34549
2/25/2022,39316.16208
2/26/2022,39213.53688
