,,,,,,,,,<=10,>=90
,,,,,,,,,1.28%,4.53%
value,timestamp,mean,standard Devia,Normal Distribution ,,,,,,
25,2022/2/21,45.63556457,22.67124832,0.011628737,,,¡¢,,,
27,2022/2/20,,,0.012552057,,,,,,
25,2022/2/19,,,0.011628737,,,,,,
30,2022/2/18,,,0.013872388,,-2.1,-1.974056893,,,
52,2022/2/17,,,0.016916938,,-1.4,13.89581693,,,
51,2022/2/16,,,0.017111061,,-0.7,29.76569075,,,
46,2022/2/15,,,0.017594564,,mean,45.63556457,,,
46,2022/2/14,,,0.017594564,,0.7,61.50543839,,,
44,2022/2/13,,,0.017551105,,1.4,77.37531221,,,
44,2022/2/12,,,0.017551105,,2.1,93.24518603,,,
50,2022/2/11,,,0.017273771,,,,,,
50,2022/2/10,,,0.017273771,,,,,,
54,2022/2/9,,,0.016439043,,,,,,
48,2022/2/8,,,0.017501398,,,,,,
45,2022/2/7,,,0.017589925,,,,,,
37,2022/2/6,,,0.016365498,,,,,,
33,2022/2/5,,,0.015065479,,,,,,
20,2022/2/4,,,0.009285174,,,,,,
20,2022/2/3,,,0.009285174,,,,,,
28,2022/2/2,,,0.013002852,,,,,,
26,2022/2/1,,,0.012093338,,,,,,
20,2022/1/31,,,0.009285174,,,,,,
29,2022/1/30,,,0.013443656,,,,,,
24,2022/1/29,,,0.011160251,,,,,,
24,2022/1/28,,,0.011160251,,,,,,
20,2022/1/27,,,0.009285174,,,,,,
23,2022/1/26,,,0.010689821,,,,,,
12,2022/1/25,,,0.005854157,,,,,,
13,2022/1/24,,,0.006243993,,,,,,
11,2022/1/23,,,0.005477991,,,,,,
13,2022/1/22,,,0.006243993,,,,,,
19,2022/1/21,,,0.008824837,,,,,,
24,2022/1/20,,,0.011160251,,,,,,
24,2022/1/19,,,0.011160251,,,,,,
24,2022/1/18,,,0.011160251,,,,,,
22,2022/1/17,,,0.010219318,,,,,,
21,2022/1/16,,,0.009750535,,,,,,
23,2022/1/15,,,0.010689821,,,,,,
21,2022/1/14,,,0.009750535,,,,,,
21,2022/1/13,,,0.009750535,,,,,,
22,2022/1/12,,,0.010219318,,,,,,
21,2022/1/11,,,0.009750535,,,,,,
23,2022/1/10,,,0.010689821,,,,,,
23,2022/1/9,,,0.010689821,,,,,,
10,2022/1/8,,,0.005116034,,,,,,
18,2022/1/7,,,0.008371019,,,,,,
15,2022/1/6,,,0.007061934,,,,,,
24,2022/1/5,,,0.011160251,,,,,,
23,2022/1/4,,,0.010689821,,,,,,
29,2022/1/3,,,0.013443656,,,,,,
29,2022/1/2,,,0.013443656,,,,,,
21,2022/1/1,,,0.009750535,,,,,,
28,2021/12/31,,,0.013002852,,,,,,
22,2021/12/30,,,0.010219318,,,,,,
27,2021/12/29,,,0.012552057,,,,,,
41,2021/12/28,,,0.017232816,,,,,,
40,2021/12/27,,,0.017061489,,,,,,
37,2021/12/26,,,0.016365498,,,,,,
39,2021/12/25,,,0.016859033,,,,,,
41,2021/12/24,,,0.017232816,,,,,,
34,2021/12/23,,,0.015425419,,,,,,
45,2021/12/22,,,0.017589925,,,,,,
27,2021/12/21,,,0.012552057,,,,,,
25,2021/12/20,,,0.011628737,,,,,,
29,2021/12/19,,,0.013443656,,,,,,
24,2021/12/18,,,0.011160251,,,,,,
23,2021/12/17,,,0.010689821,,,,,,
29,2021/12/16,,,0.013443656,,,,,,
28,2021/12/15,,,0.013002852,,,,,,
21,2021/12/14,,,0.009750535,,,,,,
28,2021/12/13,,,0.013002852,,,,,,
27,2021/12/12,,,0.012552057,,,,,,
16,2021/12/11,,,0.007488362,,,,,,
24,2021/12/10,,,0.011160251,,,,,,
29,2021/12/9,,,0.013443656,,,,,,
28,2021/12/8,,,0.013002852,,,,,,
25,2021/12/7,,,0.011628737,,,,,,
16,2021/12/6,,,0.007488362,,,,,,
18,2021/12/5,,,0.008371019,,,,,,
25,2021/12/4,,,0.011628737,,,,,,
31,2021/12/3,,,0.014286968,,,,,,
32,2021/12/2,,,0.01468534,,,,,,
34,2021/12/1,,,0.015425419,,,,,,
40,2021/11/30,,,0.017061489,,,,,,
33,2021/11/29,,,0.015065479,,,,,,
27,2021/11/28,,,0.012552057,,,,,,
21,2021/11/27,,,0.009750535,,,,,,
47,2021/11/26,,,0.017564998,,,,,,
32,2021/11/25,,,0.01468534,,,,,,
42,2021/11/24,,,0.017372032,,,,,,
33,2021/11/23,,,0.015065479,,,,,,
50,2021/11/22,,,0.017273771,,,,,,
49,2021/11/21,,,0.017404134,,,,,,
43,2021/11/20,,,0.017478333,,,,,,
34,2021/11/19,,,0.015425419,,,,,,
54,2021/11/18,,,0.016439043,,,,,,
52,2021/11/17,,,0.016916938,,,,,,
71,2021/11/16,,,0.009410916,,,,,,
72,2021/11/15,,,0.008949064,,,,,,
74,2021/11/14,,,0.008045151,,,,,,
72,2021/11/13,,,0.008949064,,,,,,
74,2021/11/12,,,0.008045151,,,,,,
77,2021/11/11,,,0.006758213,,,,,,
75,2021/11/10,,,0.007605802,,,,,,
84,2021/11/9,,,0.004203585,,,,,,
75,2021/11/8,,,0.007605802,,,,,,
73,2021/11/7,,,0.008493337,,,,,,
71,2021/11/6,,,0.009410916,,,,,,
73,2021/11/5,,,0.008493337,,,,,,
73,2021/11/4,,,0.008493337,,,,,,
76,2021/11/3,,,0.007176471,,,,,,
73,2021/11/2,,,0.008493337,,,,,,
74,2021/11/1,,,0.008045151,,,,,,
74,2021/10/31,,,0.008045151,,,,,,
73,2021/10/30,,,0.008493337,,,,,,
70,2021/10/29,,,0.009877367,,,,,,
66,2021/10/28,,,0.011755171,,,,,,
73,2021/10/27,,,0.008493337,,,,,,
76,2021/10/26,,,0.007176471,,,,,,
72,2021/10/25,,,0.008949064,,,,,,
73,2021/10/24,,,0.008493337,,,,,,
74,2021/10/23,,,0.008045151,,,,,,
75,2021/10/22,,,0.007605802,,,,,,
84,2021/10/21,,,0.004203585,,,,,,
82,2021/10/20,,,0.004861411,,,,,,
75,2021/10/19,,,0.007605802,,,,,,
78,2021/10/18,,,0.006351962,,,,,,
79,2021/10/17,,,0.005958527,,,,,,
78,2021/10/16,,,0.006351962,,,,,,
71,2021/10/15,,,0.009410916,,,,,,
70,2021/10/14,,,0.009877367,,,,,,
70,2021/10/13,,,0.009877367,,,,,,
78,2021/10/12,,,0.006351962,,,,,,
71,2021/10/11,,,0.009410916,,,,,,
71,2021/10/10,,,0.009410916,,,,,,
72,2021/10/9,,,0.008949064,,,,,,
74,2021/10/8,,,0.008045151,,,,,,
76,2021/10/7,,,0.007176471,,,,,,
68,2021/10/6,,,0.010817452,,,,,,
59,2021/10/5,,,0.014790292,,,,,,
54,2021/10/4,,,0.016439043,,,,,,
49,2021/10/3,,,0.017404134,,,,,,
54,2021/10/2,,,0.016439043,,,,,,
27,2021/10/1,,,0.012552057,,,,,,
20,2021/9/30,,,0.009285174,,,,,,
24,2021/9/29,,,0.011160251,,,,,,
25,2021/9/28,,,0.011628737,,,,,,
26,2021/9/27,,,0.012093338,,,,,,
27,2021/9/26,,,0.012552057,,,,,,
28,2021/9/25,,,0.013002852,,,,,,
33,2021/9/24,,,0.015065479,,,,,,
27,2021/9/23,,,0.012552057,,,,,,
21,2021/9/22,,,0.009750535,,,,,,
27,2021/9/21,,,0.012552057,,,,,,
50,2021/9/20,,,0.017273771,,,,,,
53,2021/9/19,,,0.016692509,,,,,,
50,2021/9/18,,,0.017273771,,,,,,
48,2021/9/17,,,0.017501398,,,,,,
53,2021/9/16,,,0.016692509,,,,,,
49,2021/9/15,,,0.017404134,,,,,,
30,2021/9/14,,,0.013872388,,,,,,
44,2021/9/13,,,0.017551105,,,,,,
32,2021/9/12,,,0.01468534,,,,,,
31,2021/9/11,,,0.014286968,,,,,,
46,2021/9/10,,,0.017594564,,,,,,
45,2021/9/9,,,0.017589925,,,,,,
47,2021/9/8,,,0.017564998,,,,,,
79,2021/9/7,,,0.005958527,,,,,,
79,2021/9/6,,,0.005958527,,,,,,
73,2021/9/5,,,0.008493337,,,,,,
72,2021/9/4,,,0.008949064,,,,,,
74,2021/9/3,,,0.008045151,,,,,,
74,2021/9/2,,,0.008045151,,,,,,
71,2021/9/1,,,0.009410916,,,,,,
73,2021/8/31,,,0.008493337,,,,,,
73,2021/8/30,,,0.008493337,,,,,,
72,2021/8/29,,,0.008949064,,,,,,
78,2021/8/28,,,0.006351962,,,,,,
71,2021/8/27,,,0.009410916,,,,,,
75,2021/8/26,,,0.007605802,,,,,,
73,2021/8/25,,,0.008493337,,,,,,
79,2021/8/24,,,0.005958527,,,,,,
79,2021/8/23,,,0.005958527,,,,,,
76,2021/8/22,,,0.007176471,,,,,,
78,2021/8/21,,,0.006351962,,,,,,
70,2021/8/20,,,0.009877367,,,,,,
70,2021/8/19,,,0.009877367,,,,,,
73,2021/8/18,,,0.008493337,,,,,,
72,2021/8/17,,,0.008949064,,,,,,
72,2021/8/16,,,0.008949064,,,,,,
71,2021/8/15,,,0.009410916,,,,,,
76,2021/8/14,,,0.007176471,,,,,,
70,2021/8/13,,,0.009877367,,,,,,
70,2021/8/12,,,0.009877367,,,,,,
70,2021/8/11,,,0.009877367,,,,,,
71,2021/8/10,,,0.009410916,,,,,,
65,2021/8/9,,,0.012218376,,,,,,
74,2021/8/8,,,0.008045151,,,,,,
69,2021/8/7,,,0.010346788,,,,,,
52,2021/8/6,,,0.016916938,,,,,,
50,2021/8/5,,,0.017273771,,,,,,
42,2021/8/4,,,0.017372032,,,,,,
48,2021/8/3,,,0.017501398,,,,,,
48,2021/8/2,,,0.017501398,,,,,,
60,2021/8/1,,,0.014396666,,,,,,
60,2021/7/31,,,0.014396666,,,,,,
53,2021/7/30,,,0.016692509,,,,,,
50,2021/7/29,,,0.017273771,,,,,,
50,2021/7/28,,,0.017273771,,,,,,
32,2021/7/27,,,0.01468534,,,,,,
26,2021/7/26,,,0.012093338,,,,,,
27,2021/7/25,,,0.012552057,,,,,,
22,2021/7/24,,,0.010219318,,,,,,
23,2021/7/23,,,0.010689821,,,,,,
21,2021/7/22,,,0.009750535,,,,,,
10,2021/7/21,,,0.005116034,,,,,,
19,2021/7/20,,,0.008824837,,,,,,
24,2021/7/19,,,0.011160251,,,,,,
19,2021/7/18,,,0.008824837,,,,,,
15,2021/7/17,,,0.007061934,,,,,,
22,2021/7/16,,,0.010219318,,,,,,
20,2021/7/15,,,0.009285174,,,,,,
21,2021/7/14,,,0.009750535,,,,,,
20,2021/7/13,,,0.009285174,,,,,,
25,2021/7/12,,,0.011628737,,,,,,
20,2021/7/11,,,0.009285174,,,,,,
20,2021/7/10,,,0.009285174,,,,,,
20,2021/7/9,,,0.009285174,,,,,,
20,2021/7/8,,,0.009285174,,,,,,
28,2021/7/7,,,0.013002852,,,,,,
20,2021/7/6,,,0.009285174,,,,,,
29,2021/7/5,,,0.013443656,,,,,,
27,2021/7/4,,,0.012552057,,,,,,
24,2021/7/3,,,0.011160251,,,,,,
21,2021/7/2,,,0.009750535,,,,,,
28,2021/7/1,,,0.013002852,,,,,,
28,2021/6/30,,,0.013002852,,,,,,
25,2021/6/29,,,0.011628737,,,,,,
25,2021/6/28,,,0.011628737,,,,,,
22,2021/6/27,,,0.010219318,,,,,,
20,2021/6/26,,,0.009285174,,,,,,
27,2021/6/25,,,0.012552057,,,,,,
22,2021/6/24,,,0.010219318,,,,,,
14,2021/6/23,,,0.006646844,,,,,,
10,2021/6/22,,,0.005116034,,,,,,
23,2021/6/21,,,0.010689821,,,,,,
21,2021/6/20,,,0.009750535,,,,,,
23,2021/6/19,,,0.010689821,,,,,,
25,2021/6/18,,,0.011628737,,,,,,
26,2021/6/17,,,0.012093338,,,,,,
33,2021/6/16,,,0.015065479,,,,,,
38,2021/6/15,,,0.016626599,,,,,,
28,2021/6/14,,,0.013002852,,,,,,
23,2021/6/13,,,0.010689821,,,,,,
28,2021/6/12,,,0.013002852,,,,,,
21,2021/6/11,,,0.009750535,,,,,,
21,2021/6/10,,,0.009750535,,,,,,
14,2021/6/9,,,0.006646844,,,,,,
13,2021/6/8,,,0.006243993,,,,,,
15,2021/6/7,,,0.007061934,,,,,,
17,2021/6/6,,,0.007925106,,,,,,
24,2021/6/5,,,0.011160251,,,,,,
27,2021/6/4,,,0.012552057,,,,,,
24,2021/6/3,,,0.011160251,,,,,,
23,2021/6/2,,,0.010689821,,,,,,
20,2021/6/1,,,0.009285174,,,,,,
18,2021/5/31,,,0.008371019,,,,,,
10,2021/5/30,,,0.005116034,,,,,,
18,2021/5/29,,,0.008371019,,,,,,
21,2021/5/28,,,0.009750535,,,,,,
27,2021/5/27,,,0.012552057,,,,,,
22,2021/5/26,,,0.010219318,,,,,,
22,2021/5/25,,,0.010219318,,,,,,
10,2021/5/24,,,0.005116034,,,,,,
14,2021/5/23,,,0.006646844,,,,,,
12,2021/5/22,,,0.005854157,,,,,,
19,2021/5/21,,,0.008824837,,,,,,
11,2021/5/20,,,0.005477991,,,,,,
23,2021/5/19,,,0.010689821,,,,,,
21,2021/5/18,,,0.009750535,,,,,,
27,2021/5/17,,,0.012552057,,,,,,
20,2021/5/16,,,0.009285174,,,,,,
27,2021/5/15,,,0.012552057,,,,,,
26,2021/5/14,,,0.012093338,,,,,,
31,2021/5/13,,,0.014286968,,,,,,
68,2021/5/12,,,0.010817452,,,,,,
61,2021/5/11,,,0.013986278,,,,,,
72,2021/5/10,,,0.008949064,,,,,,
73,2021/5/9,,,0.008493337,,,,,,
67,2021/5/8,,,0.011287544,,,,,,
64,2021/5/7,,,0.012675149,,,,,,
65,2021/5/6,,,0.012218376,,,,,,
48,2021/5/5,,,0.017501398,,,,,,
68,2021/5/4,,,0.010817452,,,,,,
61,2021/5/3,,,0.013986278,,,,,,
66,2021/5/2,,,0.011755171,,,,,,
68,2021/5/1,,,0.010817452,,,,,,
51,2021/4/30,,,0.017111061,,,,,,
52,2021/4/29,,,0.016916938,,,,,,
59,2021/4/28,,,0.014790292,,,,,,
50,2021/4/27,,,0.017273771,,,,,,
27,2021/4/26,,,0.012552057,,,,,,
31,2021/4/25,,,0.014286968,,,,,,
37,2021/4/24,,,0.016365498,,,,,,
55,2021/4/23,,,0.016157958,,,,,,
65,2021/4/22,,,0.012218376,,,,,,
73,2021/4/21,,,0.008493337,,,,,,
73,2021/4/20,,,0.008493337,,,,,,
74,2021/4/19,,,0.008045151,,,,,,
79,2021/4/18,,,0.005958527,,,,,,
76,2021/4/17,,,0.007176471,,,,,,
78,2021/4/16,,,0.006351962,,,,,,
79,2021/4/15,,,0.005958527,,,,,,
75,2021/4/14,,,0.007605802,,,,,,
74,2021/4/13,,,0.008045151,,,,,,
74,2021/4/12,,,0.008045151,,,,,,
76,2021/4/11,,,0.007176471,,,,,,
70,2021/4/10,,,0.009877367,,,,,,
70,2021/4/9,,,0.009877367,,,,,,
73,2021/4/8,,,0.008493337,,,,,,
72,2021/4/7,,,0.008949064,,,,,,
75,2021/4/6,,,0.007605802,,,,,,
71,2021/4/5,,,0.009410916,,,,,,
74,2021/4/4,,,0.008045151,,,,,,
73,2021/4/3,,,0.008493337,,,,,,
74,2021/4/2,,,0.008045151,,,,,,
74,2021/4/1,,,0.008045151,,,,,,
76,2021/3/31,,,0.007176471,,,,,,
72,2021/3/30,,,0.008949064,,,,,,
72,2021/3/29,,,0.008949064,,,,,,
74,2021/3/28,,,0.008045151,,,,,,
65,2021/3/27,,,0.012218376,,,,,,
54,2021/3/26,,,0.016439043,,,,,,
60,2021/3/25,,,0.014396666,,,,,,
65,2021/3/24,,,0.012218376,,,,,,
66,2021/3/23,,,0.011755171,,,,,,
70,2021/3/22,,,0.009877367,,,,,,
73,2021/3/21,,,0.008493337,,,,,,
75,2021/3/20,,,0.007605802,,,,,,
71,2021/3/19,,,0.009410916,,,,,,
72,2021/3/18,,,0.008949064,,,,,,
71,2021/3/17,,,0.009410916,,,,,,
71,2021/3/16,,,0.009410916,,,,,,
76,2021/3/15,,,0.007176471,,,,,,
78,2021/3/14,,,0.006351962,,,,,,
74,2021/3/13,,,0.008045151,,,,,,
70,2021/3/12,,,0.009877367,,,,,,
73,2021/3/11,,,0.008493337,,,,,,
68,2021/3/10,,,0.010817452,,,,,,
81,2021/3/9,,,0.005212741,,,,,,
81,2021/3/8,,,0.005212741,,,,,,
76,2021/3/7,,,0.007176471,,,,,,
77,2021/3/6,,,0.006758213,,,,,,
77,2021/3/5,,,0.006758213,,,,,,
84,2021/3/4,,,0.004203585,,,,,,
78,2021/3/3,,,0.006351962,,,,,,
78,2021/3/2,,,0.006351962,,,,,,
38,2021/3/1,,,0.016626599,,,,,,
55,2021/2/28,,,0.016157958,,,,,,
56,2021/2/27,,,0.01585081,,,,,,
55,2021/2/26,,,0.016157958,,,,,,
79,2021/2/25,,,0.005958527,,,,,,
76,2021/2/24,,,0.007176471,,,,,,
94,2021/2/23,,,0.001808048,,,,,,
94,2021/2/22,,,0.001808048,,,,,,
91,2021/2/21,,,0.002376867,,,,,,
91,2021/2/20,,,0.002376867,,,,,,
93,2021/2/19,,,0.00198451,,,,,,
91,2021/2/18,,,0.002376867,,,,,,
95,2021/2/17,,,0.001644075,,,,,,
95,2021/2/16,,,0.001644075,,,,,,
93,2021/2/15,,,0.00198451,,,,,,
95,2021/2/14,,,0.001644075,,,,,,
92,2021/2/13,,,0.00217396,,,,,,
92,2021/2/12,,,0.00217396,,,,,,
93,2021/2/11,,,0.00198451,,,,,,
92,2021/2/10,,,0.00217396,,,,,,
95,2021/2/9,,,0.001644075,,,,,,
83,2021/2/8,,,0.004524947,,,,,,
86,2021/2/7,,,0.003606596,,,,,,
84,2021/2/6,,,0.004203585,,,,,,
81,2021/2/5,,,0.005212741,,,,,,
80,2021/2/4,,,0.005578597,,,,,,
78,2021/2/3,,,0.006351962,,,,,,
76,2021/2/2,,,0.007176471,,,,,,
77,2021/2/1,,,0.006758213,,,,,,
78,2021/1/31,,,0.006351962,,,,,,
76,2021/1/30,,,0.007176471,,,,,,
77,2021/1/29,,,0.006758213,,,,,,
55,2021/1/28,,,0.016157958,,,,,,
78,2021/1/27,,,0.006351962,,,,,,
71,2021/1/26,,,0.009410916,,,,,,
74,2021/1/25,,,0.008045151,,,,,,
70,2021/1/24,,,0.009877367,,,,,,
74,2021/1/23,,,0.008045151,,,,,,
40,2021/1/22,,,0.017061489,,,,,,
75,2021/1/21,,,0.007605802,,,,,,
78,2021/1/20,,,0.006351962,,,,,,
80,2021/1/19,,,0.005578597,,,,,,
79,2021/1/18,,,0.005958527,,,,,,
79,2021/1/17,,,0.005958527,,,,,,
84,2021/1/16,,,0.004203585,,,,,,
88,2021/1/15,,,0.003070403,,,,,,
83,2021/1/14,,,0.004524947,,,,,,
78,2021/1/13,,,0.006351962,,,,,,
84,2021/1/12,,,0.004203585,,,,,,
90,2021/1/11,,,0.002593662,,,,,,
94,2021/1/10,,,0.001808048,,,,,,
93,2021/1/9,,,0.00198451,,,,,,
93,2021/1/8,,,0.00198451,,,,,,
91,2021/1/7,,,0.002376867,,,,,,
95,2021/1/6,,,0.001644075,,,,,,
93,2021/1/5,,,0.00198451,,,,,,
94,2021/1/4,,,0.001808048,,,,,,
93,2021/1/3,,,0.00198451,,,,,,
94,2021/1/2,,,0.001808048,,,,,,
94,2021/1/1,,,0.001808048,,,,,,
95,2020/12/31,,,0.001644075,,,,,,
91,2020/12/30,,,0.002376867,,,,,,
91,2020/12/29,,,0.002376867,,,,,,
92,2020/12/28,,,0.00217396,,,,,,
91,2020/12/27,,,0.002376867,,,,,,
93,2020/12/26,,,0.00198451,,,,,,
94,2020/12/25,,,0.001808048,,,,,,
86,2020/12/24,,,0.003606596,,,,,,
93,2020/12/23,,,0.00198451,,,,,,
88,2020/12/22,,,0.003070403,,,,,,
92,2020/12/21,,,0.00217396,,,,,,
92,2020/12/20,,,0.00217396,,,,,,
93,2020/12/19,,,0.00198451,,,,,,
95,2020/12/18,,,0.001644075,,,,,,
92,2020/12/17,,,0.00217396,,,,,,
92,2020/12/16,,,0.00217396,,,,,,
91,2020/12/15,,,0.002376867,,,,,,
95,2020/12/14,,,0.001644075,,,,,,
91,2020/12/13,,,0.002376867,,,,,,
90,2020/12/12,,,0.002593662,,,,,,
89,2020/12/11,,,0.002824729,,,,,,
94,2020/12/10,,,0.001808048,,,,,,
86,2020/12/9,,,0.003606596,,,,,,
95,2020/12/8,,,0.001644075,,,,,,
94,2020/12/7,,,0.001808048,,,,,,
95,2020/12/6,,,0.001644075,,,,,,
93,2020/12/5,,,0.00198451,,,,,,
92,2020/12/4,,,0.00217396,,,,,,
92,2020/12/3,,,0.00217396,,,,,,
92,2020/12/2,,,0.00217396,,,,,,
95,2020/12/1,,,0.001644075,,,,,,
88,2020/11/30,,,0.003070403,,,,,,
89,2020/11/29,,,0.002824729,,,,,,
87,2020/11/28,,,0.003330956,,,,,,
86,2020/11/27,,,0.003606596,,,,,,
93,2020/11/26,,,0.00198451,,,,,,
94,2020/11/25,,,0.001808048,,,,,,
88,2020/11/24,,,0.003070403,,,,,,
90,2020/11/23,,,0.002593662,,,,,,
94,2020/11/22,,,0.001808048,,,,,,
91,2020/11/21,,,0.002376867,,,,,,
86,2020/11/20,,,0.003606596,,,,,,
94,2020/11/19,,,0.001808048,,,,,,
91,2020/11/18,,,0.002376867,,,,,,
86,2020/11/17,,,0.003606596,,,,,,
90,2020/11/16,,,0.002593662,,,,,,
86,2020/11/15,,,0.003606596,,,,,,
90,2020/11/14,,,0.002593662,,,,,,
89,2020/11/13,,,0.002824729,,,,,,
87,2020/11/12,,,0.003330956,,,,,,
86,2020/11/11,,,0.003606596,,,,,,
90,2020/11/10,,,0.002593662,,,,,,
90,2020/11/9,,,0.002593662,,,,,,
82,2020/11/8,,,0.004861411,,,,,,
88,2020/11/7,,,0.003070403,,,,,,
90,2020/11/6,,,0.002593662,,,,,,
72,2020/11/5,,,0.008949064,,,,,,
74,2020/11/4,,,0.008045151,,,,,,
71,2020/11/3,,,0.009410916,,,,,,
71,2020/11/2,,,0.009410916,,,,,,
72,2020/11/1,,,0.008949064,,,,,,
73,2020/10/31,,,0.008493337,,,,,,
74,2020/10/30,,,0.008045151,,,,,,
67,2020/10/29,,,0.011287544,,,,,,
70,2020/10/28,,,0.009877367,,,,,,
61,2020/10/27,,,0.013986278,,,,,,
75,2020/10/26,,,0.007605802,,,,,,
76,2020/10/25,,,0.007176471,,,,,,
73,2020/10/24,,,0.008493337,,,,,,
74,2020/10/23,,,0.008045151,,,,,,
73,2020/10/22,,,0.008493337,,,,,,
61,2020/10/21,,,0.013986278,,,,,,
56,2020/10/20,,,0.01585081,,,,,,
55,2020/10/19,,,0.016157958,,,,,,
55,2020/10/18,,,0.016157958,,,,,,
56,2020/10/17,,,0.01585081,,,,,,
52,2020/10/16,,,0.016916938,,,,,,
56,2020/10/15,,,0.01585081,,,,,,
53,2020/10/14,,,0.016692509,,,,,,
56,2020/10/13,,,0.01585081,,,,,,
52,2020/10/12,,,0.016916938,,,,,,
55,2020/10/11,,,0.016157958,,,,,,
53,2020/10/10,,,0.016692509,,,,,,
48,2020/10/9,,,0.017501398,,,,,,
46,2020/10/8,,,0.017594564,,,,,,
43,2020/10/7,,,0.017478333,,,,,,
47,2020/10/6,,,0.017564998,,,,,,
42,2020/10/5,,,0.017372032,,,,,,
42,2020/10/4,,,0.017372032,,,,,,
40,2020/10/3,,,0.017061489,,,,,,
41,2020/10/2,,,0.017232816,,,,,,
45,2020/10/1,,,0.017589925,,,,,,
49,2020/9/30,,,0.017404134,,,,,,
45,2020/9/29,,,0.017589925,,,,,,
43,2020/9/28,,,0.017478333,,,,,,
47,2020/9/27,,,0.017564998,,,,,,
45,2020/9/26,,,0.017589925,,,,,,
46,2020/9/25,,,0.017594564,,,,,,
39,2020/9/24,,,0.016859033,,,,,,
43,2020/9/23,,,0.017478333,,,,,,
39,2020/9/22,,,0.016859033,,,,,,
48,2020/9/21,,,0.017501398,,,,,,
52,2020/9/20,,,0.016916938,,,,,,
48,2020/9/19,,,0.017501398,,,,,,
49,2020/9/18,,,0.017404134,,,,,,
48,2020/9/17,,,0.017501398,,,,,,
43,2020/9/16,,,0.017478333,,,,,,
47,2020/9/15,,,0.017564998,,,,,,
39,2020/9/14,,,0.016859033,,,,,,
38,2020/9/13,,,0.016626599,,,,,,
41,2020/9/12,,,0.017232816,,,,,,
41,2020/9/11,,,0.017232816,,,,,,
38,2020/9/10,,,0.016626599,,,,,,
38,2020/9/9,,,0.016626599,,,,,,
41,2020/9/8,,,0.017232816,,,,,,
41,2020/9/7,,,0.017232816,,,,,,
41,2020/9/6,,,0.017232816,,,,,,
41,2020/9/5,,,0.017232816,,,,,,
40,2020/9/4,,,0.017061489,,,,,,
79,2020/9/3,,,0.005958527,,,,,,
83,2020/9/2,,,0.004524947,,,,,,
75,2020/9/1,,,0.007605802,,,,,,
75,2020/8/31,,,0.007605802,,,,,,
75,2020/8/30,,,0.007605802,,,,,,
79,2020/8/29,,,0.005958527,,,,,,
74,2020/8/28,,,0.008045151,,,,,,
75,2020/8/27,,,0.007605802,,,,,,
76,2020/8/26,,,0.007176471,,,,,,
75,2020/8/25,,,0.007605802,,,,,,
78,2020/8/24,,,0.006351962,,,,,,
76,2020/8/23,,,0.007176471,,,,,,
78,2020/8/22,,,0.006351962,,,,,,
81,2020/8/21,,,0.005212741,,,,,,
75,2020/8/20,,,0.007605802,,,,,,
80,2020/8/19,,,0.005578597,,,,,,
82,2020/8/18,,,0.004861411,,,,,,
83,2020/8/17,,,0.004524947,,,,,,
82,2020/8/16,,,0.004861411,,,,,,
79,2020/8/15,,,0.005958527,,,,,,
78,2020/8/14,,,0.006351962,,,,,,
75,2020/8/13,,,0.007605802,,,,,,
75,2020/8/12,,,0.007605802,,,,,,
84,2020/8/11,,,0.004203585,,,,,,
78,2020/8/10,,,0.006351962,,,,,,
79,2020/8/9,,,0.005958527,,,,,,
77,2020/8/8,,,0.006758213,,,,,,
77,2020/8/7,,,0.006758213,,,,,,
79,2020/8/6,,,0.005958527,,,,,,
75,2020/8/5,,,0.007605802,,,,,,
72,2020/8/4,,,0.008949064,,,,,,
75,2020/8/3,,,0.007605802,,,,,,
80,2020/8/2,,,0.005578597,,,,,,
75,2020/8/1,,,0.007605802,,,,,,
75,2020/7/31,,,0.007605802,,,,,,
76,2020/7/30,,,0.007176471,,,,,,
71,2020/7/29,,,0.009410916,,,,,,
76,2020/7/28,,,0.007176471,,,,,,
58,2020/7/27,,,0.015165146,,,,,,
55,2020/7/26,,,0.016157958,,,,,,
55,2020/7/25,,,0.016157958,,,,,,
53,2020/7/24,,,0.016692509,,,,,,
55,2020/7/23,,,0.016157958,,,,,,
50,2020/7/22,,,0.017273771,,,,,,
44,2020/7/21,,,0.017551105,,,,,,
44,2020/7/20,,,0.017551105,,,,,,
41,2020/7/19,,,0.017232816,,,,,,
44,2020/7/18,,,0.017551105,,,,,,
41,2020/7/17,,,0.017232816,,,,,,
43,2020/7/16,,,0.017478333,,,,,,
44,2020/7/15,,,0.017551105,,,,,,
43,2020/7/14,,,0.017478333,,,,,,
43,2020/7/13,,,0.017478333,,,,,,
41,2020/7/12,,,0.017232816,,,,,,
44,2020/7/11,,,0.017551105,,,,,,
41,2020/7/10,,,0.017232816,,,,,,
44,2020/7/9,,,0.017551105,,,,,,
44,2020/7/8,,,0.017551105,,,,,,
43,2020/7/7,,,0.017478333,,,,,,
40,2020/7/6,,,0.017061489,,,,,,
38,2020/7/5,,,0.016626599,,,,,,
40,2020/7/4,,,0.017061489,,,,,,
41,2020/7/3,,,0.017232816,,,,,,
42,2020/7/2,,,0.017372032,,,,,,
42,2020/7/1,,,0.017372032,,,,,,
44,2020/6/30,,,0.017551105,,,,,,
